"TIMESTAMP","Voltage"
"2013-07-18 00:00:00","-0.144878"
"2013-07-18 00:00:01","-0.172557"
"2013-07-18 00:00:02","-0.136577"
"2013-07-18 00:00:03","-0.162574"
"2013-07-18 00:00:04","-0.134781"
"2013-07-18 00:00:05","-0.155415"
"2013-07-18 00:00:06","-0.147382"
"2013-07-18 00:00:07","-0.148189"
"2013-07-18 00:00:08","-0.147099"
"2013-07-18 00:00:09","-0.147988"
"2013-07-18 00:00:10","-0.147508"
"2013-07-18 00:00:11","-0.149786"
"2013-07-18 00:00:12","-0.148327"
"2013-07-18 00:00:13","-0.149244"
"2013-07-18 00:00:14","-0.149052"
"2013-07-18 00:00:15","-0.141009"
"2013-07-18 00:00:16","-0.162280"
"2013-07-18 00:00:17","-0.134057"
"2013-07-18 00:00:18","-0.162729"
"2013-07-18 00:00:19","-0.134529"
"2013-07-18 00:00:20","-0.162187"
"2013-07-18 00:00:21","-0.133758"
"2013-07-18 00:00:22","-0.161970"
"2013-07-18 00:00:23","-0.134624"
"2013-07-18 00:00:24","-0.150279"
"2013-07-18 00:00:25","-0.155242"
"2013-07-18 00:00:26","-0.141759"
"2013-07-18 00:00:27","-0.157196"
"2013-07-18 00:00:28","-0.143901"
"2013-07-18 00:00:29","-0.162373"
"2013-07-18 00:00:30","-0.145650"
"2013-07-18 00:00:31","-0.162357"
"2013-07-18 00:00:32","-0.151600"
"2013-07-18 00:00:33","-0.154250"
"2013-07-18 00:00:34","-0.142146"
"2013-07-18 00:00:35","-0.165892"
"2013-07-18 00:00:36","-0.140940"
"2013-07-18 00:00:37","-0.166806"
"2013-07-18 00:00:38","-0.141696"
"2013-07-18 00:00:39","-0.167721"
"2013-07-18 00:00:40","-0.140578"
"2013-07-18 00:00:41","-0.166078"
"2013-07-18 00:00:42","-0.140530"
"2013-07-18 00:00:43","-0.161968"
"2013-07-18 00:00:44","-0.150895"
"2013-07-18 00:00:45","-0.150623"
"2013-07-18 00:00:46","-0.155573"
"2013-07-18 00:00:47","-0.150933"
"2013-07-18 00:00:48","-0.155856"
"2013-07-18 00:00:49","-0.151243"
"2013-07-18 00:00:50","-0.152092"
"2013-07-18 00:00:51","-0.143322"
"2013-07-18 00:00:52","-0.149146"
"2013-07-18 00:00:53","-0.139491"
"2013-07-18 00:00:54","-0.166315"
"2013-07-18 00:00:55","-0.138951"
"2013-07-18 00:00:56","-0.166709"
"2013-07-18 00:00:57","-0.139896"
"2013-07-18 00:00:58","-0.168221"
"2013-07-18 00:00:59","-0.138718"
"2013-07-18 00:01:00","-0.167339"
"2013-07-18 00:01:01","-0.139028"
"2013-07-18 00:01:02","-0.164078"
"2013-07-18 00:01:03","-0.138152"
"2013-07-18 00:01:04","-0.155006"
"2013-07-18 00:01:05","-0.141617"
"2013-07-18 00:01:06","-0.148343"
"2013-07-18 00:01:07","-0.139028"
"2013-07-18 00:01:08","-0.145146"
"2013-07-18 00:01:09","-0.147476"
"2013-07-18 00:01:10","-0.141633"
"2013-07-18 00:01:11","-0.156390"
"2013-07-18 00:01:12","-0.143715"
"2013-07-18 00:01:13","-0.164977"
"2013-07-18 00:01:14","-0.139286"
"2013-07-18 00:01:15","-0.163799"
"2013-07-18 00:01:16","-0.137664"
"2013-07-18 00:01:17","-0.162512"
"2013-07-18 00:01:18","-0.136861"
"2013-07-18 00:01:19","-0.163055"
"2013-07-18 00:01:20","-0.139302"
"2013-07-18 00:01:21","-0.165675"
"2013-07-18 00:01:22","-0.146628"
"2013-07-18 00:01:23","-0.152018"
"2013-07-18 00:01:24","-0.155431"
"2013-07-18 00:01:25","-0.150980"
"2013-07-18 00:01:26","-0.155289"
"2013-07-18 00:01:27","-0.148577"
"2013-07-18 00:01:28","-0.153257"
"2013-07-18 00:01:29","-0.146670"
"2013-07-18 00:01:30","-0.151194"
"2013-07-18 00:01:31","-0.143035"
"2013-07-18 00:01:32","-0.165102"
"2013-07-18 00:01:33","-0.140284"
"2013-07-18 00:01:34","-0.168268"
"2013-07-18 00:01:35","-0.139679"
"2013-07-18 00:01:36","-0.167575"
"2013-07-18 00:01:37","-0.139090"
"2013-07-18 00:01:38","-0.167197"
"2013-07-18 00:01:39","-0.138765"
"2013-07-18 00:01:40","-0.166913"
"2013-07-18 00:01:41","-0.137806"
"2013-07-18 00:01:42","-0.154990"
"2013-07-18 00:01:43","-0.139478"
"2013-07-18 00:01:44","-0.156534"
"2013-07-18 00:01:45","-0.141803"
"2013-07-18 00:01:46","-0.157825"
"2013-07-18 00:01:47","-0.141493"
"2013-07-18 00:01:48","-0.158187"
"2013-07-18 00:01:49","-0.142842"
"2013-07-18 00:01:50","-0.159479"
"2013-07-18 00:01:51","-0.155450"
"2013-07-18 00:01:52","-0.135463"
"2013-07-18 00:01:53","-0.162409"
"2013-07-18 00:01:54","-0.136316"
"2013-07-18 00:01:55","-0.160377"
"2013-07-18 00:01:56","-0.135401"
"2013-07-18 00:01:57","-0.160865"
"2013-07-18 00:01:58","-0.134719"
"2013-07-18 00:01:59","-0.160645"
"2013-07-18 00:02:00","-0.135474"
"2013-07-18 00:02:01","-0.155258"
"2013-07-18 00:02:02","-0.146469"
"2013-07-18 00:02:03","-0.145678"
"2013-07-18 00:02:04","-0.147351"
"2013-07-18 00:02:05","-0.147941"
"2013-07-18 00:02:06","-0.147776"
"2013-07-18 00:02:07","-0.146283"
"2013-07-18 00:02:08","-0.154061"
"2013-07-18 00:02:09","-0.152266"
"2013-07-18 00:02:10","-0.157579"
"2013-07-18 00:02:11","-0.133603"
"2013-07-18 00:02:12","-0.163842"
"2013-07-18 00:02:13","-0.137587"
"2013-07-18 00:02:14","-0.165732"
"2013-07-18 00:02:15","-0.138191"
"2013-07-18 00:02:16","-0.165071"
"2013-07-18 00:02:17","-0.138610"
"2013-07-18 00:02:18","-0.166409"
"2013-07-18 00:02:19","-0.139865"
"2013-07-18 00:02:20","-0.158219"
"2013-07-18 00:02:21","-0.141912"
"2013-07-18 00:02:22","-0.159495"
"2013-07-18 00:02:23","-0.147058"
"2013-07-18 00:02:24","-0.158849"
"2013-07-18 00:02:25","-0.145663"
"2013-07-18 00:02:26","-0.159558"
"2013-07-18 00:02:27","-0.146035"
"2013-07-18 00:02:28","-0.159778"
"2013-07-18 00:02:29","-0.159100"
"2013-07-18 00:02:30","-0.135665"
"2013-07-18 00:02:31","-0.166693"
"2013-07-18 00:02:32","-0.137773"
"2013-07-18 00:02:33","-0.166126"
"2013-07-18 00:02:34","-0.136905"
"2013-07-18 00:02:35","-0.161970"
"2013-07-18 00:02:36","-0.143413"
"2013-07-18 00:02:37","-0.161210"
"2013-07-18 00:02:38","-0.144862"
"2013-07-18 00:02:39","-0.158811"
"2013-07-18 00:02:40","-0.146221"
"2013-07-18 00:02:41","-0.159416"
"2013-07-18 00:02:42","-0.147492"
"2013-07-18 00:02:43","-0.160849"
"2013-07-18 00:02:44","-0.147089"
"2013-07-18 00:02:45","-0.160786"
"2013-07-18 00:02:46","-0.146655"
"2013-07-18 00:02:47","-0.159573"
"2013-07-18 00:02:48","-0.153431"
"2013-07-18 00:02:49","-0.142263"
"2013-07-18 00:02:50","-0.157025"
"2013-07-18 00:02:51","-0.142704"
"2013-07-18 00:02:52","-0.161303"
"2013-07-18 00:02:53","-0.144059"
"2013-07-18 00:02:54","-0.159350"
"2013-07-18 00:02:55","-0.143397"
"2013-07-18 00:02:56","-0.161288"
"2013-07-18 00:02:57","-0.143098"
"2013-07-18 00:02:58","-0.166520"
"2013-07-18 00:02:59","-0.136435"
"2013-07-18 00:03:00","-0.162683"
"2013-07-18 00:03:01","-0.136514"
"2013-07-18 00:03:02","-0.164326"
"2013-07-18 00:03:03","-0.135884"
"2013-07-18 00:03:04","-0.163535"
"2013-07-18 00:03:05","-0.135411"
"2013-07-18 00:03:06","-0.163938"
"2013-07-18 00:03:07","-0.134829"
"2013-07-18 00:03:08","-0.150759"
"2013-07-18 00:03:09","-0.154421"
"2013-07-18 00:03:10","-0.140783"
"2013-07-18 00:03:11","-0.156483"
"2013-07-18 00:03:12","-0.142137"
"2013-07-18 00:03:13","-0.157273"
"2013-07-18 00:03:14","-0.142484"
"2013-07-18 00:03:15","-0.155196"
"2013-07-18 00:03:16","-0.140373"
"2013-07-18 00:03:17","-0.158107"
"2013-07-18 00:03:18","-0.139540"
"2013-07-18 00:03:19","-0.156849"
"2013-07-18 00:03:20","-0.139323"
"2013-07-18 00:03:21","-0.155699"
"2013-07-18 00:03:22","-0.140067"
"2013-07-18 00:03:23","-0.155777"
"2013-07-18 00:03:24","-0.139183"
"2013-07-18 00:03:25","-0.152974"
"2013-07-18 00:03:26","-0.138889"
"2013-07-18 00:03:27","-0.149046"
"2013-07-18 00:03:28","-0.152716"
"2013-07-18 00:03:29","-0.141885"
"2013-07-18 00:03:30","-0.159479"
"2013-07-18 00:03:31","-0.135355"
"2013-07-18 00:03:32","-0.159904"
"2013-07-18 00:03:33","-0.134952"
"2013-07-18 00:03:34","-0.160077"
"2013-07-18 00:03:35","-0.133944"
"2013-07-18 00:03:36","-0.159290"
"2013-07-18 00:03:37","-0.132497"
"2013-07-18 00:03:38","-0.155510"
"2013-07-18 00:03:39","-0.145413"
"2013-07-18 00:03:40","-0.146376"
"2013-07-18 00:03:41","-0.144925"
"2013-07-18 00:03:42","-0.145709"
"2013-07-18 00:03:43","-0.145240"
"2013-07-18 00:03:44","-0.146748"
"2013-07-18 00:03:45","-0.143618"
"2013-07-18 00:03:46","-0.138924"
"2013-07-18 00:03:47","-0.157526"
"2013-07-18 00:03:48","-0.133169"
"2013-07-18 00:03:49","-0.158975"
"2013-07-18 00:03:50","-0.133175"
"2013-07-18 00:03:51","-0.159149"
"2013-07-18 00:03:52","-0.132655"
"2013-07-18 00:03:53","-0.160435"
"2013-07-18 00:03:54","-0.133143"
"2013-07-18 00:03:55","-0.162016"
"2013-07-18 00:03:56","-0.140513"
"2013-07-18 00:03:57","-0.147058"
"2013-07-18 00:03:58","-0.145051"
"2013-07-18 00:03:59","-0.149166"
"2013-07-18 00:04:00","-0.147461"
"2013-07-18 00:04:01","-0.148608"
"2013-07-18 00:04:02","-0.148154"
"2013-07-18 00:04:03","-0.148763"
"2013-07-18 00:04:04","-0.147965"
"2013-07-18 00:04:05","-0.139024"
"2013-07-18 00:04:06","-0.162683"
"2013-07-18 00:04:07","-0.134955"
"2013-07-18 00:04:08","-0.162590"
"2013-07-18 00:04:09","-0.133899"
"2013-07-18 00:04:10","-0.163644"
"2013-07-18 00:04:11","-0.136813"
"2013-07-18 00:04:12","-0.166636"
"2013-07-18 00:04:13","-0.137963"
"2013-07-18 00:04:14","-0.167767"
"2013-07-18 00:04:15","-0.146901"
"2013-07-18 00:04:16","-0.150964"
