"TIMESTAMP","Voltage"
"2013-05-01 00:00:02","0.118352"
"2013-05-01 00:00:03","0.075231"
"2013-05-01 00:00:04","0.024275"
"2013-05-01 00:00:05","0.097014"
"2013-05-01 00:00:06","0.094713"
"2013-05-01 00:00:07","0.024185"
"2013-05-01 00:00:08","0.084966"
"2013-05-01 00:00:09","0.118273"
"2013-05-01 00:00:10","0.070236"
"2013-05-01 00:00:11","-0.004318"
"2013-05-01 00:00:12","0.127095"
"2013-05-01 00:00:13","0.180393"
"2013-05-01 00:00:14","0.112213"
"2013-05-01 00:00:15","0.050207"
"2013-05-01 00:00:16","0.055554"
"2013-05-01 00:00:17","0.074297"
"2013-05-01 00:00:18","0.135756"
"2013-05-01 00:00:19","0.078102"
"2013-05-01 00:00:20","0.035249"
"2013-05-01 00:00:21","0.062081"
"2013-05-01 00:00:22","0.096300"
"2013-05-01 00:00:23","0.061247"
"2013-05-01 00:00:24","0.047177"
"2013-05-01 00:00:25","0.039272"
"2013-05-01 00:00:26","0.127274"
"2013-05-01 00:00:27","0.122477"
"2013-05-01 00:00:28","0.028632"
"2013-05-01 00:00:29","0.050616"
"2013-05-01 00:00:30","0.123881"
"2013-05-01 00:00:31","0.122449"
"2013-05-01 00:00:32","0.059384"
"2013-05-01 00:00:33","0.051804"
"2013-05-01 00:00:34","0.090727"
"2013-05-01 00:00:35","0.093375"
"2013-05-01 00:00:36","0.049845"
"2013-05-01 00:00:37","0.018857"
"2013-05-01 00:00:38","0.137465"
"2013-05-01 00:00:39","0.085766"
"2013-05-01 00:00:40","0.024844"
"2013-05-01 00:00:41","0.091960"
"2013-05-01 00:00:42","0.110722"
"2013-05-01 00:00:43","0.060244"
"2013-05-01 00:00:44","0.019834"
"2013-05-01 00:00:45","0.106213"
"2013-05-01 00:00:46","0.126730"
"2013-05-01 00:00:47","0.018591"
"2013-05-01 00:00:48","0.084246"
"2013-05-01 00:00:49","0.168216"
"2013-05-01 00:00:50","0.105523"
"2013-05-01 00:00:51","0.042690"
"2013-05-01 00:00:52","0.062911"
"2013-05-01 00:00:53","0.126388"
"2013-05-01 00:00:54","0.082205"
"2013-05-01 00:00:55","0.032994"
"2013-05-01 00:00:56","0.097892"
"2013-05-01 00:00:57","0.120117"
"2013-05-01 00:00:58","0.050921"
"2013-05-01 00:00:59","0.041034"
"2013-05-01 00:01:00","0.111880"
"2013-05-01 00:01:01","0.121312"
"2013-05-01 00:01:02","0.036541"
"2013-05-01 00:01:03","0.072302"
"2013-05-01 00:01:04","0.135760"
"2013-05-01 00:01:05","0.092407"
"2013-05-01 00:01:06","0.029297"
"2013-05-01 00:01:07","0.107964"
"2013-05-01 00:01:08","0.106530"
"2013-05-01 00:01:09","0.066569"
"2013-05-01 00:01:10","0.020671"
"2013-05-01 00:01:11","0.093983"
"2013-05-01 00:01:12","0.118815"
"2013-05-01 00:01:13","0.065563"
"2013-05-01 00:01:14","0.045337"
"2013-05-01 00:01:15","0.145017"
"2013-05-01 00:01:16","0.058775"
"2013-05-01 00:01:17","0.016977"
"2013-05-01 00:01:18","0.107743"
"2013-05-01 00:01:19","0.090276"
"2013-05-01 00:01:20","0.035831"
"2013-05-01 00:01:21","0.072371"
"2013-05-01 00:01:22","0.131457"
"2013-05-01 00:01:23","0.073940"
"2013-05-01 00:01:24","0.027285"
"2013-05-01 00:01:25","0.124684"
"2013-05-01 00:01:26","0.040415"
"2013-05-01 00:01:27","0.054674"
"2013-05-01 00:01:28","0.123319"
"2013-05-01 00:01:29","0.038452"
"2013-05-01 00:01:30","0.077535"
"2013-05-01 00:01:31","0.096639"
"2013-05-01 00:01:32","0.032891"
"2013-05-01 00:01:33","0.095843"
"2013-05-01 00:01:34","0.107558"
"2013-05-01 00:01:35","0.022628"
"2013-05-01 00:01:36","0.113932"
"2013-05-01 00:01:37","0.082872"
"2013-05-01 00:01:38","0.023864"
"2013-05-01 00:01:39","0.096787"
"2013-05-01 00:01:40","0.038971"
"2013-05-01 00:01:41","0.090527"
"2013-05-01 00:01:42","0.141739"
"2013-05-01 00:01:43","0.039957"
"2013-05-01 00:01:44","0.136447"
"2013-05-01 00:01:45","0.038737"
"2013-05-01 00:01:46","0.087145"
"2013-05-01 00:01:47","0.044436"
"2013-05-01 00:01:48","0.041561"
"2013-05-01 00:01:49","0.096029"
"2013-05-01 00:01:50","0.054628"
"2013-05-01 00:01:51","0.090820"
"2013-05-01 00:01:52","0.080020"
"2013-05-01 00:01:53","0.071405"
"2013-05-01 00:01:54","0.078080"
"2013-05-01 00:01:55","0.069313"
"2013-05-01 00:01:56","0.087235"
"2013-05-01 00:01:57","0.094311"
"2013-05-01 00:01:58","0.038109"
"2013-05-01 00:01:59","0.112666"
"2013-05-01 00:02:00","0.064669"
"2013-05-01 00:02:01","0.085644"
"2013-05-01 00:02:02","0.095350"
"2013-05-01 00:02:03","0.049103"
"2013-05-01 00:02:04","0.126275"
"2013-05-01 00:02:05","0.035831"
"2013-05-01 00:02:06","0.134603"
"2013-05-01 00:02:07","0.085427"
"2013-05-01 00:02:08","0.052851"
"2013-05-01 00:02:09","0.108091"
"2013-05-01 00:02:10","0.035854"
"2013-05-01 00:02:11","0.090106"
"2013-05-01 00:02:12","0.054765"
"2013-05-01 00:02:13","0.093278"
"2013-05-01 00:02:14","0.069809"
"2013-05-01 00:02:15","0.035188"
"2013-05-01 00:02:16","0.102765"
